"","lp__","logit_alpha","alpha","logit_alpha_prior","alpha_prior",".chain",".iteration",".draw","true_alpha","nobservations"
"2937",-287.137,-0.49734,0.378166,0.00617456,0.501544,1,137,137,0.4,520
"2938",-287.02,-0.481011,0.382013,0.0201156,0.505029,1,138,138,0.4,520
"2939",-286.53,-0.358879,0.411231,0.243668,0.560617,1,139,139,0.4,520
"2940",-286.627,-0.403001,0.400592,0.825653,0.695435,1,140,140,0.4,520
"2941",-286.871,-0.212924,0.446969,-0.252092,0.437309,1,141,141,0.4,520
"2942",-286.988,-0.194551,0.451515,1.02159,0.735283,1,142,142,0.4,520
"2943",-286.622,-0.26757,0.433504,0.70135,0.668487,1,143,143,0.4,520
"2944",-286.528,-0.357127,0.411655,-0.565495,0.362277,1,144,144,0.4,520
"2945",-286.832,-0.450336,0.389281,1.20618,0.769622,1,145,145,0.4,520
"2946",-288.574,-0.63466,0.346455,0.41732,0.602842,1,146,146,0.4,520
"2947",-288.762,-0.648488,0.34333,-0.224703,0.444059,1,147,147,0.4,520
"2948",-288.418,-0.622739,0.349159,-0.158271,0.460515,1,148,148,0.4,520
"2949",-288.75,-0.647653,0.343519,-1.08809,0.251979,1,149,149,0.4,520
"2950",-289.468,-0.696261,0.332642,-0.304379,0.424487,1,150,150,0.4,520
"2951",-287.411,-0.530595,0.370378,-0.109563,0.472637,1,151,151,0.4,520
"2952",-287.697,-0.560297,0.363479,-2.19353,0.100333,1,152,152,0.4,520
"2953",-286.748,-0.433595,0.393268,-0.264643,0.434223,1,153,153,0.4,520
"2954",-286.735,-0.430821,0.39393,1.17945,0.764848,1,154,154,0.4,520
"2955",-286.596,-0.392521,0.40311,-1.17704,0.235585,1,155,155,0.4,520
"2956",-286.708,-0.244834,0.439095,-1.06603,0.25616,1,156,156,0.4,520
"2957",-286.747,-0.236375,0.44118,1.26085,0.779173,1,157,157,0.4,520
"2958",-286.538,-0.365,0.40975,0.985981,0.728293,1,158,158,0.4,520
"2959",-286.706,-0.245256,0.438991,0.523534,0.627974,1,159,159,0.4,520
"2960",-286.704,-0.245708,0.43888,0.134597,0.533599,1,160,160,0.4,520
"2961",-286.528,-0.357089,0.411664,0.403051,0.59942,1,161,161,0.4,520
"2962",-286.587,-0.279594,0.430553,0.0263599,0.50659,1,162,162,0.4,520
"2963",-286.518,-0.324106,0.419675,0.569063,0.638547,1,163,163,0.4,520
"2964",-286.551,-0.37309,0.407795,0.361848,0.589488,1,164,164,0.4,520
"2965",-287.528,-0.130105,0.467519,-0.0525945,0.486854,1,165,165,0.4,520
"2966",-287.276,-0.514902,0.374045,0.451093,0.610899,1,166,166,0.4,520
"2967",-286.631,-0.264893,0.434161,-1.32769,0.209542,1,167,167,0.4,520
"2968",-286.54,-0.302603,0.424921,1.49997,0.81757,1,168,168,0.4,520
"2969",-286.516,-0.328554,0.418593,1.96739,0.877331,1,169,169,0.4,520
"2970",-286.523,-0.316662,0.42149,0.616233,0.649361,1,170,170,0.4,520
"2971",-286.91,-0.206524,0.448552,-1.8022,0.141583,1,171,171,0.4,520
"2972",-287.055,-0.184925,0.4539,1.29083,0.784287,1,172,172,0.4,520
"2973",-287.22,-0.163819,0.459137,-0.0960563,0.476004,1,173,173,0.4,520
"2974",-286.583,-0.281206,0.430158,0.697785,0.667697,1,174,174,0.4,520
"2975",-287.072,-0.182611,0.454474,-0.142051,0.464547,1,175,175,0.4,520
"2976",-287.254,-0.159722,0.460154,1.10863,0.751874,1,176,176,0.4,520
"2977",-286.548,-0.297616,0.42614,-1.68656,0.156228,1,177,177,0.4,520
"2978",-286.516,-0.339772,0.415865,0.890525,0.708999,1,178,178,0.4,520
"2979",-286.956,-0.199343,0.450329,0.386997,0.59556,1,179,179,0.4,520
"2980",-286.537,-0.364016,0.409988,1.00399,0.731842,1,180,180,0.4,520
"2981",-286.672,-0.253751,0.436901,-0.39493,0.402531,1,181,181,0.4,520
"2982",-286.522,-0.350917,0.41316,-0.75783,0.319118,1,182,182,0.4,520
"2983",-288.194,-0.0717266,0.482076,0.918449,0.714726,1,183,183,0.4,520
"2984",-287.397,-0.143668,0.464145,-0.270899,0.432686,1,184,184,0.4,520
"2985",-287.242,-0.161182,0.459792,-1.40545,0.196953,1,185,185,0.4,520
"2986",-287.043,-0.186635,0.453476,-0.855943,0.298188,1,186,186,0.4,520
"2987",-287.213,-0.164639,0.458933,0.77008,0.683538,1,187,187,0.4,520
"2988",-287.246,-0.160681,0.459916,-0.00427445,0.498931,1,188,188,0.4,520
"2989",-286.779,-0.440043,0.391731,0.286896,0.571236,1,189,189,0.4,520
"2990",-286.711,-0.425195,0.395274,0.190312,0.547435,1,190,190,0.4,520
"2991",-286.751,-0.434309,0.393098,0.0254267,0.506356,1,191,191,0.4,520
"2992",-286.577,-0.385105,0.404896,-0.159798,0.460135,1,192,192,0.4,520
"2993",-286.668,-0.414706,0.397784,-0.286789,0.42879,1,193,193,0.4,520
"2994",-286.99,-0.194242,0.451592,0.143837,0.535897,1,194,194,0.4,520
"2995",-286.599,-0.275172,0.431638,0.160951,0.540151,1,195,195,0.4,520
"2996",-286.578,-0.283363,0.429629,-0.686499,0.334812,1,196,196,0.4,520
"2997",-286.596,-0.276218,0.431381,1.81664,0.860162,1,197,197,0.4,520
"2998",-286.528,-0.311076,0.422852,-1.83782,0.137309,1,198,198,0.4,520
"2999",-286.521,-0.349755,0.413442,0.481138,0.618017,1,199,199,0.4,520
"3000",-286.522,-0.351119,0.413111,-0.975982,0.27369,1,200,200,0.4,520
"3001",-49.2864,1.33003,0.790846,-0.973668,0.27415,1,1,1,0.6,104
"3002",-46.5222,0.799799,0.689931,-0.0110174,0.497246,1,2,2,0.6,104
"3003",-45.8514,0.553538,0.634956,-0.531343,0.370204,1,3,3,0.6,104
"3004",-46.0843,0.662123,0.659737,0.0672473,0.516805,1,4,4,0.6,104
"3005",-45.716,0.416646,0.60268,-0.297882,0.426075,1,5,5,0.6,104
"3006",-45.7173,0.420445,0.60359,-1.28654,0.216438,1,6,6,0.6,104
"3007",-45.7115,0.385816,0.595275,-0.129366,0.467704,1,7,7,0.6,104
"3008",-45.9969,0.626725,0.651746,0.448039,0.610173,1,8,8,0.6,104
"3009",-45.777,0.27582,0.568521,1.23192,0.774155,1,9,9,0.6,104
"3010",-46.298,0.0580257,0.514502,-0.943707,0.280152,1,10,10,0.6,104
"3011",-46.1581,0.0994647,0.524846,-1.38416,0.200342,1,11,11,0.6,104
"3012",-45.7186,0.350092,0.58664,0.448939,0.610387,1,12,12,0.6,104
"3013",-45.7159,0.416213,0.602577,0.0926952,0.523157,1,13,13,0.6,104
"3014",-45.7886,0.510055,0.624819,1.66717,0.841198,1,14,14,0.6,104
"3015",-46.0646,0.654518,0.658028,-0.464987,0.385804,1,15,15,0.6,104
"3016",-46.0666,0.655297,0.658203,-1.6866,0.156223,1,16,16,0.6,104
"3017",-46.144,0.684089,0.664651,-0.105079,0.473754,1,17,17,0.6,104
"3018",-46.775,0.863971,0.70349,-1.54718,0.175494,1,18,18,0.6,104
"3019",-50.7627,-0.587732,0.357155,-0.0542202,0.486448,1,19,19,0.6,104
"3020",-50.5997,-0.570857,0.361039,-1.79916,0.141953,1,20,20,0.6,104
"3021",-46.0345,0.642505,0.655319,-0.360706,0.410789,1,21,21,0.6,104
"3022",-45.7386,0.315267,0.57817,-0.660208,0.340693,1,22,22,0.6,104
"3023",-47.2216,0.96369,0.72386,0.187731,0.546795,1,23,23,0.6,104
"3024",-47.1623,0.951203,0.721357,1.53678,0.822997,1,24,24,0.6,104
"3025",-46.7773,0.864523,0.703605,-0.502507,0.376952,1,25,25,0.6,104
"3026",-46.9579,0.906523,0.712288,0.289156,0.57179,1,26,26,0.6,104
"3027",-45.718,0.422556,0.604095,1.01189,0.73339,1,27,27,0.6,104
"3028",-49.1735,-0.412736,0.398256,-1.8429,0.136709,1,28,28,0.6,104
"3029",-49.5178,-0.452949,0.38866,0.254101,0.563186,1,29,29,0.6,104
"3030",-50.416,-0.551586,0.365497,-0.532558,0.369921,1,30,30,0.6,104
"3031",-50.2777,-0.53689,0.368911,-1.76081,0.146688,1,31,31,0.6,104
"3032",-49.3919,-0.438415,0.392119,-0.656736,0.341473,1,32,32,0.6,104
"3033",-49.4325,-0.443122,0.390997,-0.667247,0.339114,1,33,33,0.6,104
"3034",-49.1606,-0.411196,0.398625,0.064012,0.515998,1,34,34,0.6,104
"3035",-45.7309,0.448409,0.610261,-0.209955,0.447703,1,35,35,0.6,104
"3036",-45.7172,0.353859,0.587553,-0.305213,0.424284,1,36,36,0.6,104
"3037",-45.8757,0.211687,0.552725,0.506686,0.624029,1,37,37,0.6,104
"3038",-45.9005,0.199033,0.549595,-0.00998341,0.497504,1,38,38,0.6,104
"3039",-45.9373,0.181743,0.545311,0.478326,0.617353,1,39,39,0.6,104
"3040",-45.7345,0.320846,0.57953,1.3769,0.798492,1,40,40,0.6,104
"3041",-45.7173,0.42046,0.603593,1.14163,0.757979,1,41,41,0.6,104
"3042",-46.4795,0.788161,0.687436,-0.186532,0.453502,1,42,42,0.6,104
"3043",-46.4718,0.786012,0.686974,-1.4949,0.183187,1,43,43,0.6,104
"3044",-45.8723,0.213486,0.55317,0.0188958,0.504724,1,44,44,0.6,104
"3045",-45.7462,0.469284,0.615214,-1.08027,0.253455,1,45,45,0.6,104
"3046",-45.7317,0.325007,0.580544,-0.57101,0.361004,1,46,46,0.6,104
"3047",-45.738,0.316108,0.578375,0.0843863,0.521084,1,47,47,0.6,104
"3048",-45.7312,0.325747,0.580724,1.65739,0.839887,1,48,48,0.6,104
"3049",-46.8179,0.874212,0.705621,0.118487,0.529587,1,49,49,0.6,104
"3050",-46.2727,0.72722,0.674195,-0.0589024,0.485279,1,50,50,0.6,104
"3051",-46.1986,0.703005,0.668854,-0.865569,0.296177,1,51,51,0.6,104
"3052",-46.249,0.719637,0.672527,1.54835,0.824675,1,52,52,0.6,104
"3053",-46.1485,0.685701,0.66501,0.952292,0.721576,1,53,53,0.6,104
"3054",-46.0448,0.138181,0.53449,-0.530294,0.370448,1,54,54,0.6,104
"3055",-46.2095,0.0835764,0.520882,-1.00222,0.268506,1,55,55,0.6,104
"3056",-46.0005,0.155114,0.538701,-0.145131,0.463781,1,56,56,0.6,104
"3057",-46.1823,0.0918671,0.522951,-1.78224,0.144027,1,57,57,0.6,104
"3058",-45.8353,0.234579,0.558377,-0.247861,0.43835,1,58,58,0.6,104
"3059",-45.9525,0.175034,0.543647,-0.313532,0.422253,1,59,59,0.6,104
"3060",-45.9703,0.167448,0.541764,0.160684,0.540085,1,60,60,0.6,104
"3061",-46.0489,0.136661,0.534112,0.429747,0.605813,1,61,61,0.6,104
"3062",-46.1718,0.69384,0.666821,-0.768838,0.316731,1,62,62,0.6,104
"3063",-45.8268,0.53792,0.631329,-0.762445,0.318116,1,63,63,0.6,104
"3064",-45.9493,0.605314,0.646871,0.958343,0.72279,1,64,64,0.6,104
"3065",-46.3512,0.043594,0.510897,-0.866065,0.296074,1,65,65,0.6,104
"3066",-45.7518,0.299658,0.574359,-0.0294834,0.49263,1,66,66,0.6,104
"3067",-45.8769,0.211075,0.552574,-0.408174,0.39935,1,67,67,0.6,104
"3068",-45.8026,0.256083,0.563673,-0.904006,0.288228,1,68,68,0.6,104
"3069",-45.889,0.204809,0.551024,1.80595,0.858871,1,69,69,0.6,104
"3070",-45.9024,0.198124,0.54937,0.711427,0.670716,1,70,70,0.6,104
"3071",-46.2822,0.730236,0.674857,0.0300279,0.507506,1,71,71,0.6,104
"3072",-45.7314,0.449202,0.61045,0.0144096,0.503602,1,72,72,0.6,104
"3073",-45.7533,0.477368,0.617126,-0.468408,0.384993,1,73,73,0.6,104
"3074",-46.7329,0.853767,0.701357,0.243346,0.560538,1,74,74,0.6,104
"3075",-46.682,0.841188,0.698715,1.52128,0.820727,1,75,75,0.6,104
"3076",-48.2735,1.16237,0.761763,0.630738,0.652657,1,76,76,0.6,104
"3077",-48.2053,1.15046,0.759594,-1.18761,0.233686,1,77,77,0.6,104
"3078",-45.7847,0.269492,0.566968,0.468659,0.615066,1,78,78,0.6,104
"3079",-45.7733,0.278951,0.569289,0.173597,0.543291,1,79,79,0.6,104
"3080",-45.9512,0.606172,0.647067,-0.608317,0.352443,1,80,80,0.6,104
"3081",-46.0964,0.666683,0.66076,0.0489307,0.51223,1,81,81,0.6,104
"3082",-46.1285,0.67853,0.66341,-1.11655,0.246652,1,82,82,0.6,104
"3083",-45.726,0.33448,0.582849,0.386983,0.595556,1,83,83,0.6,104
"3084",-45.7215,0.343255,0.584981,-1.08832,0.251934,1,84,84,0.6,104
"3085",-45.9094,0.194727,0.548529,-0.128262,0.467978,1,85,85,0.6,104
"3086",-46.5325,0.802548,0.690519,-1.02571,0.263916,1,86,86,0.6,104
"3087",-46.5777,0.814546,0.693077,1.10816,0.751786,1,87,87,0.6,104
"3088",-46.7467,0.857132,0.702061,-0.776459,0.315084,1,88,88,0.6,104
"3089",-45.9437,0.178915,0.54461,0.895361,0.709995,1,89,89,0.6,104
"3090",-45.7865,0.268086,0.566623,-0.00944297,0.497639,1,90,90,0.6,104
"3091",-46.0421,0.645575,0.656013,-0.499892,0.377566,1,91,91,0.6,104
"3092",-46.5013,0.794113,0.688714,1.75149,0.852141,1,92,92,0.6,104
"3093",-46.425,0.772879,0.684143,2.1401,0.89474,1,93,93,0.6,104
"3094",-46.4383,0.776654,0.684958,-1.24936,0.22281,1,94,94,0.6,104
"3095",-45.7185,0.42396,0.60443,-0.154165,0.461535,1,95,95,0.6,104
"3096",-47.4,-0.168946,0.457864,0.513441,0.625613,1,96,96,0.6,104
"3097",-46.0143,0.149723,0.537361,0.687618,0.665437,1,97,97,0.6,104
"3098",-45.7711,0.495035,0.621292,-0.262552,0.434736,1,98,98,0.6,104
"3099",-46.174,0.694614,0.666993,-0.233423,0.441908,1,99,99,0.6,104
"3100",-47.6239,1.04409,0.739638,-0.36902,0.408778,1,100,100,0.6,104
"3101",-47.6612,1.05122,0.741009,1.41456,0.804484,1,101,101,0.6,104
"3102",-47.3993,1.00008,0.731075,-0.17127,0.457287,1,102,102,0.6,104
"3103",-47.2817,0.976165,0.726347,1.43637,0.807891,1,103,103,0.6,104
"3104",-45.7147,0.411995,0.601566,-0.427151,0.394807,1,104,104,0.6,104
"3105",-45.7117,0.380741,0.594052,-1.10045,0.249656,1,105,105,0.6,104
"3106",-45.7364,0.318278,0.578904,-1.42935,0.1932,1,106,106,0.6,104
"3107",-45.7999,0.257982,0.56414,-0.250027,0.437817,1,107,107,0.6,104
"3108",-45.7135,0.406743,0.600307,0.85643,0.701914,1,108,108,0.6,104
"3109",-45.8,0.257927,0.564127,-0.590324,0.35656,1,109,109,0.6,104
"3110",-45.719,0.34923,0.586431,1.47826,0.814309,1,110,110,0.6,104
"3111",-45.7876,0.509251,0.624631,-1.78218,0.144034,1,111,111,0.6,104
"3112",-45.8396,0.231977,0.557736,-1.21366,0.229054,1,112,112,0.6,104
"3113",-45.8591,0.220695,0.554951,0.920671,0.715179,1,113,113,0.6,104
"3114",-46.3416,0.0461493,0.511535,0.421151,0.603759,1,114,114,0.6,104
"3115",-45.7244,0.337373,0.583552,0.682282,0.664248,1,115,115,0.6,104
"3116",-45.7616,0.289697,0.571922,2.06544,0.887498,1,116,116,0.6,104
"3117",-45.9488,0.176629,0.544043,-0.122684,0.469367,1,117,117,0.6,104
"3118",-49.3842,-0.437528,0.39233,-0.204354,0.449089,1,118,118,0.6,104
"3119",-50.3038,-0.539676,0.368263,1.03234,0.737369,1,119,119,0.6,104
"3120",-46.3447,0.749425,0.679053,-2.3878,0.0841076,1,120,120,0.6,104
"3121",-46.196,0.702121,0.668658,0.149071,0.537199,1,121,121,0.6,104
"3122",-46.5978,0.819762,0.694186,2.03669,0.884596,1,122,122,0.6,104
"3123",-45.7275,0.331841,0.582207,0.329981,0.581755,1,123,123,0.6,104
"3124",-46.814,0.873275,0.705427,-0.801942,0.30961,1,124,124,0.6,104
"3125",-47.8937,-0.245288,0.438984,-0.414259,0.397891,1,125,125,0.6,104
"3126",-48.2102,-0.290061,0.427989,0.846809,0.699897,1,126,126,0.6,104
"3127",-48.0791,-0.271843,0.432455,-0.452841,0.388685,1,127,127,0.6,104
"3128",-47.0911,0.935933,0.718277,-0.750027,0.320815,1,128,128,0.6,104
"3129",-47.3448,0.989087,0.728908,-0.164845,0.458882,1,129,129,0.6,104
"3130",-46.4549,0.781305,0.685961,-0.783727,0.313517,1,130,130,0.6,104
"3131",-45.8135,0.528805,0.629204,0.642317,0.655277,1,131,131,0.6,104
"3132",-45.7512,0.300273,0.574509,0.41732,0.602842,1,132,132,0.6,104
"3133",-45.8987,0.199935,0.549818,-1.08649,0.25228,1,133,133,0.6,104
"3134",-45.7226,0.433485,0.606706,2.1167,0.892515,1,134,134,0.6,104
"3135",-45.9325,0.183918,0.54585,-1.16071,0.238538,1,135,135,0.6,104
"3136",-45.9571,0.608934,0.647698,-1.22473,0.227105,1,136,136,0.6,104
"3137",-45.8607,0.55903,0.636228,0.0280508,0.507012,1,137,137,0.6,104
"3138",-45.9576,0.609169,0.647751,-0.264643,0.434223,1,138,138,0.6,104
"3139",-45.8444,0.549201,0.63395,0.20925,0.552122,1,139,139,0.6,104
"3140",-45.7117,0.379828,0.593832,-0.556644,0.364324,1,140,140,0.6,104
"3141",-45.7115,0.384005,0.594839,-1.5367,0.177016,1,141,141,0.6,104
"3142",-45.7118,0.395062,0.597501,0.585173,0.642257,1,142,142,0.6,104
"3143",-45.8668,0.562629,0.637061,0.85224,0.701037,1,143,143,0.6,104
"3144",-45.7241,0.338056,0.583718,1.38407,0.799644,1,144,144,0.6,104
"3145",-47.268,-0.146791,0.463368,0.681122,0.663989,1,145,145,0.6,104
"3146",-47.5539,-0.193748,0.451714,0.522352,0.627698,1,146,146,0.6,104
"3147",-47.9213,-0.24931,0.437993,-1.69715,0.154838,1,147,147,0.6,104
"3148",-48.6296,-0.345618,0.414445,-0.142343,0.464474,1,148,148,0.6,104
"3149",-46.653,-0.0287768,0.492806,0.0591774,0.51479,1,149,149,0.6,104
"3150",-45.8994,0.199586,0.549731,-0.363933,0.410008,1,150,150,0.6,104
"3151",-45.7115,0.384028,0.594844,0.142543,0.535576,1,151,151,0.6,104
"3152",-45.7143,0.363872,0.589977,0.346586,0.585789,1,152,152,0.6,104
"3153",-46.2422,0.717461,0.672048,1.96739,0.877331,1,153,153,0.6,104
"3154",-45.8256,0.537108,0.631139,0.299036,0.574207,1,154,154,0.6,104
"3155",-46.0837,0.661885,0.659684,0.376303,0.592981,1,155,155,0.6,104
"3156",-46.36,0.0412809,0.510319,-0.554542,0.364811,1,156,156,0.6,104
"3157",-46.8975,-0.0792349,0.480202,-0.401263,0.401009,1,157,157,0.6,104
"3158",-46.2268,0.712427,0.670937,-0.0563142,0.485925,1,158,158,0.6,104
"3159",-45.7592,0.483542,0.618584,-0.844588,0.300569,1,159,159,0.6,104
"3160",-45.7154,0.414422,0.602148,-0.468061,0.385075,1,160,160,0.6,104
"3161",-45.8534,0.55474,0.635235,0.890525,0.708999,1,161,161,0.6,104
"3162",-46.1445,0.103842,0.525937,0.386997,0.59556,1,162,162,0.6,104
"3163",-46.2722,0.0652525,0.516307,0.691195,0.666233,1,163,163,0.6,104
"3164",-46.1317,0.108003,0.526975,1.32083,0.789319,1,164,164,0.6,104
"3165",-46.1154,0.113417,0.528324,-0.39493,0.402531,1,165,165,0.6,104
"3166",-46.6834,-0.0353754,0.491157,0.292718,0.572662,1,166,166,0.6,104
"3167",-46.6657,-0.031544,0.492115,1.97463,0.878108,1,167,167,0.6,104
"3168",-45.9594,0.172053,0.542907,0.83843,0.698135,1,168,168,0.6,104
"3169",-45.9922,0.158429,0.539524,0.153577,0.538319,1,169,169,0.6,104
"3170",-46.6736,-0.0332717,0.491683,-0.772272,0.315988,1,170,170,0.6,104
"3171",-46.4702,0.0133673,0.503342,-0.207928,0.448204,1,171,171,0.6,104
"3172",-45.7122,0.398985,0.598444,-0.779889,0.314344,1,172,172,0.6,104
"3173",-45.7266,0.333352,0.582575,0.377273,0.593215,1,173,173,0.6,104
"3174",-45.7294,0.328594,0.581417,-0.321251,0.420371,1,174,174,0.6,104
"3175",-45.7158,0.358187,0.588602,1.0533,0.741409,1,175,175,0.6,104
"3176",-45.8449,0.549531,0.634027,0.0254267,0.506356,1,176,176,0.6,104
"3177",-45.9234,0.592799,0.644007,-0.159798,0.460135,1,177,177,0.6,104
"3178",-45.7763,0.499767,0.622405,0.471867,0.615826,1,178,178,0.6,104
"3179",-45.7856,0.507643,0.624254,-0.979267,0.273037,1,179,179,0.6,104
"3180",-45.795,0.515178,0.626019,0.00394779,0.500987,1,180,180,0.6,104
"3181",-45.7425,0.310365,0.576974,-0.0116804,0.49708,1,181,181,0.6,104
"3182",-48.1971,1.14902,0.759333,1.81664,0.860162,1,182,182,0.6,104
"3183",-48.0822,1.12869,0.755596,-2.77115,0.058903,1,183,183,0.6,104
"3184",-47.7697,1.07169,0.744918,0.438633,0.607933,1,184,184,0.6,104
"3185",-46.1922,0.700849,0.668376,-0.45391,0.388432,1,185,185,0.6,104
"3186",-46.1879,0.699373,0.668049,0.362412,0.589624,1,186,186,0.6,104
"3187",-46.2805,0.729698,0.674739,0.457236,0.612358,1,187,187,0.6,104
"3188",-46.3138,0.740035,0.677004,1.18195,0.765299,1,188,188,0.6,104
"3189",-46.2804,0.729668,0.674732,-0.217744,0.445778,1,189,189,0.6,104
"3190",-45.7123,0.374423,0.592527,-2.57122,0.0710136,1,190,190,0.6,104
"3191",-45.7302,0.327406,0.581128,1.47436,0.813718,1,191,191,0.6,104
"3192",-45.7137,0.366522,0.590618,-1.35839,0.204503,1,192,192,0.6,104
"3193",-45.7132,0.368837,0.591178,0.448005,0.610165,1,193,193,0.6,104
"3194",-45.9996,0.627882,0.652009,-0.973374,0.274209,1,194,194,0.6,104
"3195",-46.0665,0.130294,0.532528,-1.16724,0.237354,1,195,195,0.6,104
"3196",-45.7586,0.482985,0.618453,1.03548,0.737978,1,196,196,0.6,104
"3197",-45.8354,0.543554,0.632639,0.79294,0.688462,1,197,197,0.6,104
"3198",-45.7272,0.442237,0.608792,-1.29008,0.215838,1,198,198,0.6,104
"3199",-45.8302,0.540187,0.631856,-1.24339,0.223846,1,199,199,0.6,104
"3200",-45.7461,0.469133,0.615178,-0.106268,0.473458,1,200,200,0.6,104
"3201",-89.4255,0.371064,0.591716,-0.594689,0.35556,1,1,1,0.6,208
"3202",-89.4163,0.375673,0.592829,0.949718,0.721059,1,2,2,0.6,208
"3203",-90.245,0.161086,0.540185,-1.91267,0.128681,1,3,3,0.6,208
"3204",-89.3244,0.440397,0.608354,-0.664985,0.339621,1,4,4,0.6,208
"3205",-89.4107,0.611438,0.648269,-2.10501,0.108611,1,5,5,0.6,208
"3206",-89.5468,0.671441,0.661826,-0.0207305,0.494818,1,6,6,0.6,208
"3207",-89.7112,0.27281,0.567783,-0.0513033,0.487177,1,7,7,0.6,208
"3208",-90.125,0.826356,0.695584,-1.57143,0.172013,1,8,8,0.6,208
"3209",-89.4845,0.646744,0.656276,-1.10792,0.248259,1,9,9,0.6,208
"3210",-89.3033,0.477988,0.617273,-0.378132,0.406577,1,10,10,0.6,208
"3211",-89.3014,0.491518,0.620464,0.364968,0.590243,1,11,11,0.6,208
"3212",-89.4574,0.356424,0.588175,1.33047,0.790919,1,12,12,0.6,208
"3213",-90.376,0.139219,0.534749,0.448939,0.610387,1,13,13,0.6,208
"3214",-89.6425,0.29186,0.572451,0.0926952,0.523157,1,14,14,0.6,208
"3215",-89.7159,0.271543,0.567472,0.369538,0.591347,1,15,15,0.6,208
"3216",-89.612,0.694296,0.666922,1.00881,0.732787,1,16,16,0.6,208
"3217",-89.637,0.702425,0.668725,-2.0571,0.113337,1,17,17,0.6,208
"3218",-89.5992,0.689989,0.665964,-0.624474,0.348765,1,18,18,0.6,208
"3219",-89.5839,0.684766,0.664802,-1.63548,0.163081,1,19,19,0.6,208
"3220",-89.3139,0.454386,0.611681,0.245515,0.561072,1,20,20,0.6,208
"3221",-89.3169,0.449918,0.61062,-0.0542202,0.486448,1,21,21,0.6,208
"3222",-89.316,0.536375,0.630969,0.434179,0.606871,1,22,22,0.6,208
"3223",-89.6868,0.717841,0.672131,-1.94073,0.125568,1,23,23,0.6,208
"3224",-89.5694,0.314454,0.577972,-0.402655,0.400675,1,24,24,0.6,208
"3225",-89.3193,0.446714,0.609858,-0.300575,0.425417,1,25,25,0.6,208
"3226",-89.3528,0.574051,0.639697,-0.559159,0.363742,1,26,26,0.6,208
"3227",-89.3344,0.430021,0.605879,0.289156,0.57179,1,27,27,0.6,208
"3228",-89.3404,0.424508,0.604561,-1.6752,0.157732,1,28,28,0.6,208
"3229",-89.5534,0.673894,0.662375,-0.354829,0.412212,1,29,29,0.6,208
"3230",-89.5408,0.669204,0.661325,-1.8429,0.136709,1,30,30,0.6,208
"3231",-89.3164,0.536963,0.631106,-0.288478,0.428377,1,31,31,0.6,208
"3232",-89.9426,0.785502,0.686865,0.831264,0.696622,1,32,32,0.6,208
"3233",-89.8001,0.749774,0.67913,-0.656736,0.341473,1,33,33,0.6,208
"3234",-89.3017,0.487125,0.619429,-0.667247,0.339114,1,34,34,0.6,208
"3235",-89.3979,0.385428,0.595182,-0.845327,0.300414,1,35,35,0.6,208
"3236",-89.3389,0.425894,0.604893,-0.473071,0.38389,1,36,36,0.6,208
"3237",-89.3053,0.471519,0.615743,-0.413022,0.398188,1,37,37,0.6,208
"3238",-89.3495,0.571395,0.639085,0.229856,0.557212,1,38,38,0.6,208
"3239",-89.3422,0.56517,0.637648,0.270198,0.567142,1,39,39,0.6,208
"3240",-89.5718,0.680519,0.663855,0.32412,0.580328,1,40,40,0.6,208
"3241",-89.476,0.643096,0.655453,1.52431,0.821172,1,41,41,0.6,208
"3242",-89.8363,0.759242,0.681189,0.0153916,0.503848,1,42,42,0.6,208
"3243",-89.6882,0.278994,0.5693,-1.65576,0.160332,1,43,43,0.6,208
"3244",-89.9542,0.216049,0.553803,-0.13556,0.466162,1,44,44,0.6,208
"3245",-90.1837,0.838629,0.698176,-0.5253,0.371614,1,45,45,0.6,208
"3246",-90.103,0.821675,0.694592,-1.08027,0.253455,1,46,46,0.6,208
"3247",-90.0465,0.809339,0.691969,0.824677,0.695228,1,47,47,0.6,208
"3248",-89.3573,0.411046,0.601339,-0.242325,0.439713,1,48,48,0.6,208
"3249",-89.3106,0.45985,0.612979,1.65739,0.839887,1,49,49,0.6,208
"3250",-90.3884,0.878863,0.706587,0.118487,0.529587,1,50,50,0.6,208
"3251",-89.9024,0.77584,0.684783,-0.0589024,0.485279,1,51,51,0.6,208
"3252",-89.8286,0.757247,0.680756,-0.865569,0.296177,1,52,52,0.6,208
"3253",-89.8788,0.769998,0.683521,1.54835,0.824675,1,53,53,0.6,208
"3254",-89.7782,0.743884,0.677845,0.952292,0.721576,1,54,54,0.6,208
"3255",-89.579,0.311307,0.577204,-0.530294,0.370448,1,55,55,0.6,208
"3256",-89.8376,0.24161,0.56011,-1.00222,0.268506,1,56,56,0.6,208
"3257",-89.6276,0.296236,0.573522,-0.145131,0.463781,1,57,57,0.6,208
"3258",-89.806,0.249025,0.561936,-1.78224,0.144027,1,58,58,0.6,208
"3259",-89.4515,0.359006,0.5888,-0.247861,0.43835,1,59,59,0.6,208
"3260",-89.5622,0.316846,0.578555,-0.313532,0.422253,1,60,60,0.6,208
"3261",-89.5798,0.311068,0.577146,0.160684,0.540085,1,61,61,0.6,208
"3262",-89.6581,0.287362,0.57135,0.429747,0.605813,1,62,62,0.6,208
