"","lp__","logit_alpha","alpha","logit_alpha_prior","alpha_prior",".chain",".iteration",".draw","true_alpha","nobservations"
"1",-85.0345,-4.16611,0.0152755,1.03848,0.738556,1,1,1,0,104
"2",-84.9031,-3.7985,0.0219134,-1.56319,0.173189,1,2,2,0,104
"3",-85.0124,-3.62282,0.0260125,-0.365783,0.40956,1,3,3,0,104
"4",-84.9522,-3.69774,0.0241804,1.51695,0.820088,1,4,4,0,104
"5",-84.8903,-3.87381,0.020356,-0.966701,0.275539,1,5,5,0,104
"6",-84.9471,-4.06035,0.0169507,-1.21337,0.229106,1,6,6,0,104
"7",-84.8937,-3.92672,0.0193273,-1.04617,0.259961,1,7,7,0,104
"8",-85.1867,-3.47681,0.0299793,-0.403404,0.400495,1,8,8,0,104
"9",-86.5065,-2.9241,0.0509751,-1.16545,0.237678,1,9,9,0,104
"10",-85.3593,-3.37101,0.033214,2.2273,0.902674,1,10,10,0,104
"11",-85.2886,-3.41162,0.0319342,0.635655,0.653771,1,11,11,0,104
"12",-85.7053,-3.20551,0.0389588,-0.594689,0.35556,1,12,12,0,104
"13",-85.5373,-3.28043,0.0362486,0.949718,0.721059,1,13,13,0,104
"14",-86.3246,-2.98026,0.0483257,-0.0110174,0.497246,1,14,14,0,104
"15",-85.1828,-3.47956,0.0298993,-0.531343,0.370204,1,15,15,0,104
"16",-85.3523,-3.3749,0.0330891,0.0672473,0.516805,1,16,16,0,104
"17",-84.8925,-3.91876,0.0194787,-0.297882,0.426075,1,17,17,0,104
"18",-84.8931,-3.84293,0.020981,0.537409,0.63121,1,18,18,0,104
"19",-85.0909,-3.54925,0.027943,-0.279207,0.430648,1,19,19,0,104
"20",-85.5876,-4.51249,0.010852,-1.10792,0.248259,1,20,20,0,104
"21",-85.8468,-3.14813,0.0411652,-0.378132,0.406577,1,21,21,0,104
"22",-86.0973,-3.05592,0.0449625,0.379812,0.593828,1,22,22,0,104
"23",-85.444,-3.32614,0.0346851,0.697227,0.667573,1,23,23,0,104
"24",-86.0393,-4.69772,0.00903372,0.0367622,0.50919,1,24,24,0,104
"25",-86.4875,-4.85096,0.00776015,0.448939,0.610387,1,25,25,0,104
"26",-85.3614,-4.39817,0.0121504,0.0926952,0.523157,1,26,26,0,104
"27",-85.4232,-4.43157,0.0117559,0.369538,0.591347,1,27,27,0,104
"28",-85.3559,-3.37292,0.0331525,1.00881,0.732787,1,28,28,0,104
"29",-85.4456,-3.32536,0.0347114,-0.464987,0.385804,1,29,29,0,104
"30",-85.4015,-3.34821,0.0339538,-0.161188,0.45979,1,30,30,0,104
"31",-85.4199,-3.33856,0.0342717,-0.105079,0.473754,1,31,31,0,104
"32",-85.9922,-3.09333,0.0433834,-1.54718,0.175494,1,32,32,0,104
"33",-90.1454,-5.73352,0.00322522,0.578182,0.640649,1,33,33,0,104
"34",-87.4039,-5.11528,0.00596844,0.0298298,0.507457,1,34,34,0,104
"35",-87.276,-5.08116,0.00617432,0.835418,0.697499,1,35,35,0,104
"36",-87.6357,-5.1754,0.00562217,-0.614983,0.350923,1,36,36,0,104
"37",-87.2854,-5.0837,0.00615879,-0.132729,0.466866,1,37,37,0,104
"38",-87.1382,-5.04352,0.00640965,-0.130218,0.467491,1,38,38,0,104
"39",-85.3616,-3.36975,0.0332543,0.99518,0.73011,1,39,39,0,104
"40",-84.9211,-3.75222,0.0229276,0.412836,0.601768,1,40,40,0,104
"41",-84.9115,-3.77441,0.0224357,-0.198781,0.450468,1,41,41,0,104
"42",-84.9566,-4.07462,0.0167145,-1.53724,0.176937,1,42,42,0,104
"43",-84.8922,-3.84958,0.0208449,0.0661286,0.516526,1,43,43,0,104
"44",-85.1036,-3.53875,0.0282296,0.254101,0.563186,1,44,44,0,104
"45",-85.3305,-4.38069,0.0123619,1.72663,0.848981,1,45,45,0,104
"46",-85.2223,-4.31427,0.0131997,0.64556,0.656009,1,46,46,0,104
"47",-85.7956,-3.16839,0.0403726,-0.667247,0.339114,1,47,47,0,104
"48",-85.8861,-3.13294,0.0417688,1.0753,0.745603,1,48,48,0,104
"49",-84.9909,-3.64689,0.0254096,0.508354,0.624421,1,49,49,0,104
"50",-84.9892,-3.64883,0.0253616,-0.614476,0.351039,1,50,50,0,104
"51",-84.9012,-3.80488,0.021777,0.506686,0.624029,1,51,51,0,104
"52",-84.9225,-4.01659,0.0176955,0.435561,0.607201,1,52,52,0,104
"53",-87.1413,-5.04438,0.00640417,0.32412,0.580328,1,53,53,0,104
"54",-86.8019,-4.94747,0.00705127,-1.03921,0.261302,1,54,54,0,104
"55",-86.9842,-5.00036,0.00669048,0.0153916,0.503848,1,55,55,0,104
"56",-87.4613,-5.13038,0.00587954,-0.186532,0.453502,1,56,56,0,104
"57",-87.1549,-5.04815,0.00638023,-1.3459,0.206541,1,57,57,0,104
"58",-85.3549,-4.39452,0.0121943,0.0188958,0.504724,1,58,58,0,104
"59",-84.9004,-3.80776,0.0217159,-1.08027,0.253455,1,59,59,0,104
"60",-84.9243,-4.02025,0.0176319,1.70856,0.846649,1,60,60,0,104
"61",-84.9326,-4.03597,0.0173618,0.0843863,0.521084,1,61,61,0,104
"62",-84.9132,-3.99556,0.0180648,1.65739,0.839887,1,62,62,0,104
"63",-86.2297,-3.01103,0.04693,0.118487,0.529587,1,63,63,0,104
"64",-86.512,-2.92247,0.0510537,-0.1763,0.456039,1,64,64,0,104
"65",-85.2123,-4.30766,0.0132861,1.95684,0.876191,1,65,65,0,104
"66",-85.0105,-3.62478,0.0259628,2.12745,0.893543,1,66,66,0,104
"67",-85.4341,-4.43727,0.0116899,1.80417,0.858655,1,67,67,0,104
"68",-84.9897,-4.11782,0.0160192,-0.989054,0.271099,1,68,68,0,104
"69",-85.0099,-4.14073,0.015662,-0.447505,0.389954,1,69,69,0,104
"70",-86.0725,-4.70985,0.00892571,1.22618,0.773149,1,70,70,0,104
"71",-84.9679,-4.09038,0.0164576,0.643487,0.655541,1,71,71,0,104
"72",-84.9019,-3.80247,0.0218285,-0.682615,0.335678,1,72,72,0,104
"73",-84.8958,-3.82718,0.021307,-0.691756,0.333643,1,73,73,0,104
"74",-84.9213,-3.75184,0.0229361,-1.67212,0.158142,1,74,74,0,104
"75",-84.9035,-3.96855,0.0185502,-0.768838,0.316731,1,75,75,0,104
"76",-85.0435,-4.17489,0.0151441,-0.762445,0.318116,1,76,76,0,104
"77",-84.9503,-3.7006,0.0241128,0.958343,0.72279,1,77,77,0,104
"78",-85.6138,-3.24529,0.0374965,-0.866065,0.296074,1,78,78,0,104
"79",-86.4475,-2.94194,0.0501187,-0.0568436,0.485793,1,79,79,0,104
"80",-87.001,-2.78683,0.0580399,-0.408174,0.39935,1,80,80,0,104
"81",-85.7598,-3.1829,0.0398143,-0.682033,0.335808,1,81,81,0,104
"82",-85.3109,-3.39845,0.0323438,0.121428,0.53032,1,82,82,0,104
"83",-84.915,-3.99983,0.0179892,-1.06577,0.256208,1,83,83,0,104
"84",-85.6237,-3.24089,0.0376556,1.25572,0.778289,1,84,84,0,104
"85",-84.9707,-3.6719,0.0247975,0.0144096,0.503602,1,85,85,0,104
"86",-84.9183,-3.75817,0.0227947,-0.468408,0.384993,1,86,86,0,104
"87",-85.5581,-3.27069,0.0365905,0.243346,0.560538,1,87,87,0,104
"88",-85.5163,-3.29044,0.0359007,1.52128,0.820727,1,88,88,0,104
"89",-84.8903,-3.88931,0.0200492,-0.0901853,0.477469,1,89,89,0,104
"90",-84.8902,-3.88144,0.0202044,-0.784288,0.313397,1,90,90,0,104
"91",-85.2265,-4.31703,0.0131638,0.860172,0.702697,1,91,91,0,104
"92",-84.911,-3.99004,0.018163,0.683354,0.664487,1,92,92,0,104
"93",-85.5266,-4.48362,0.0111664,1.44517,0.809254,1,93,93,0,104
"94",-87.3469,-5.10017,0.00605876,1.3885,0.800352,1,94,94,0,104
"95",-87.0199,-5.01047,0.00662362,1.44922,0.809878,1,95,95,0,104
"96",-85.3279,-3.38865,0.0326521,1.55594,0.82577,1,96,96,0,104
"97",-85.2077,-3.46257,0.0303961,-0.342047,0.415312,1,97,97,0,104
"98",-85.2219,-3.45322,0.0306729,-0.354226,0.412358,1,98,98,0,104
"99",-85.293,-3.40895,0.0320168,0.949716,0.721058,1,99,99,0,104
"100",-84.8966,-3.9423,0.0190342,-0.679416,0.336392,1,100,100,0,104
"101",-85.0987,-3.54279,0.028119,-0.736471,0.323776,1,101,101,0,104
"102",-85.0978,-3.54351,0.0280992,0.530588,0.62962,1,102,102,0,104
"103",-85.0072,-4.13771,0.0157087,0.0602599,0.51506,1,103,103,0,104
"104",-84.9804,-4.10646,0.0161992,-0.620392,0.349692,1,104,104,0,104
"105",-84.994,-4.1229,0.0159393,0.0736605,0.518407,1,105,105,0,104
"106",-84.9124,-3.77201,0.0224884,1.75149,0.852141,1,106,106,0,104
"107",-84.8918,-3.91234,0.0196018,-0.370965,0.408308,1,107,107,0,104
"108",-84.9162,-3.76305,0.0226862,0.561152,0.636719,1,108,108,0,104
"109",-84.9388,-4.04684,0.0171773,0.513441,0.625613,1,109,109,0,104
"110",-85.0046,-3.63125,0.0257997,0.69627,0.66736,1,110,110,0,104
"111",-85.0127,-3.62246,0.0260217,-1.17451,0.23604,1,111,111,0,104
"112",-84.893,-3.92229,0.0194115,-0.78415,0.313426,1,112,112,0,104
"113",-85.0776,-4.20598,0.0146873,-1.19749,0.231922,1,113,113,0,104
"114",-84.9116,-3.77406,0.0224433,0.257963,0.564136,1,114,114,0,104
"115",-84.8905,-3.89545,0.0199289,1.43637,0.807891,1,115,115,0,104
"116",-85.6398,-4.53624,0.0106001,-1.11824,0.246338,1,116,116,0,104
"117",-86.0597,-3.0691,0.0444,1.62745,0.83582,1,117,117,0,104
"118",-85.3787,-4.40772,0.0120363,-1.42935,0.1932,1,118,118,0,104
"119",-85.4742,-4.45776,0.0114556,-0.933054,0.282306,1,119,119,0,104
"120",-85.3488,-4.39112,0.0122353,-0.555679,0.364548,1,120,120,0,104
"121",-85.1934,-3.47224,0.0301124,0.813438,0.692842,1,121,121,0,104
"122",-85.2889,-3.41142,0.0319403,1.11203,0.752507,1,122,122,0,104
"123",-84.9423,-3.7132,0.0238182,2.02947,0.883857,1,123,123,0,104
"124",-84.9088,-3.98432,0.0182652,-1.78218,0.144034,1,124,124,0,104
"125",-84.9627,-3.68273,0.0245371,-1.21366,0.229054,1,125,125,0,104
"126",-84.9848,-3.65414,0.0252306,-0.293871,0.427056,1,126,126,0,104
"127",-84.9484,-3.70355,0.0240435,-0.309428,0.423254,1,127,127,0,104
"128",-84.8917,-3.85366,0.0207618,1.34627,0.79352,1,128,128,0,104
"129",-84.9826,-3.65676,0.0251663,2.06544,0.887498,1,129,129,0,104
"130",-84.8931,-3.92281,0.0194015,-0.122684,0.469367,1,130,130,0,104
"131",-85.9819,-4.67629,0.0092276,1.473,0.813513,1,131,131,0,104
"132",-86.1509,-4.73803,0.00867985,1.57436,0.828405,1,132,132,0,104
"133",-85.1184,-4.23969,0.0142074,-1.44026,0.191506,1,133,133,0,104
"134",-85.07,-4.19926,0.0147848,0.574941,0.639902,1,134,134,0,104
"135",-84.9076,-3.98079,0.0183286,0.904537,0.711881,1,135,135,0,104
"136",-85.3562,-3.37275,0.0331581,-0.861482,0.29703,1,136,136,0,104
"137",-85.7793,-4.5963,0.00998836,-1.26799,0.219602,1,137,137,0,104
"138",-85.8182,-4.61223,0.00983202,-0.801942,0.30961,1,138,138,0,104
"139",-85.7556,-3.18461,0.0397491,-0.597959,0.354811,1,139,139,0,104
"140",-86.5577,-2.90891,0.0517151,1.56303,0.826788,1,140,140,0,104
"141",-86.327,-2.97951,0.0483602,-0.838151,0.301924,1,141,141,0,104
"142",-85.1139,-4.23615,0.014257,-0.887528,0.29162,1,142,142,0,104
"143",-85.229,-3.44863,0.0308098,0.0308515,0.507712,1,143,143,0,104
"144",-85.3573,-3.37211,0.0331786,1.08353,0.747162,1,144,144,0,104
"145",-85.4525,-3.32183,0.0348299,0.285449,0.570882,1,145,145,0,104
"146",-84.9293,-4.02984,0.0174666,-0.172392,0.457008,1,146,146,0,104
"147",-85.0328,-4.16445,0.0153006,-0.507341,0.375817,1,147,147,0,104
"148",-84.9597,-3.68689,0.0244377,-1.08809,0.251979,1,148,148,0,104
"149",-84.9437,-4.05487,0.0170422,0.366534,0.590621,1,149,149,0,104
"150",-84.9376,-4.0449,0.0172101,-1.22473,0.227105,1,150,150,0,104
"151",-85.023,-3.61174,0.0262947,0.0280508,0.507012,1,151,151,0,104
"152",-85.1096,-3.53394,0.0283618,-0.264643,0.434223,1,152,152,0,104
"153",-84.984,-3.65508,0.0252075,0.20925,0.552122,1,153,153,0,104
"154",-84.902,-3.96358,0.0186408,-0.556644,0.364324,1,154,154,0,104
"155",-84.9031,-3.96728,0.0185734,-0.694855,0.332954,1,155,155,0,104
"156",-86.2923,-4.78691,0.00826923,-0.145965,0.463573,1,156,156,0,104
"157",-86.2316,-4.76621,0.00844077,-2.16684,0.102768,1,157,157,0,104
"158",-86.5315,-4.86493,0.00765336,0.373406,0.592282,1,158,158,0,104
"159",-84.9037,-3.79646,0.0219572,-0.978523,0.273185,1,159,159,0,104
"160",-84.8969,-3.82189,0.0214176,0.681122,0.663989,1,160,160,0,104
"161",-84.8909,-3.86278,0.0205772,0.852429,0.701076,1,161,161,0,104
"162",-84.9039,-3.96974,0.0185286,-0.364281,0.409924,1,162,162,0,104
"163",-84.8985,-3.95058,0.0188802,0.0591774,0.51479,1,163,163,0,104
"164",-84.8902,-3.88626,0.0201094,-0.363933,0.410008,1,164,164,0,104
"165",-85.0409,-3.594,0.0267528,0.142543,0.535576,1,165,165,0,104
"166",-85.0344,-3.60033,0.0265885,-0.0420536,0.489488,1,166,166,0,104
"167",-84.9773,-4.10263,0.0162603,-1.107,0.248431,1,167,167,0,104
"168",-85.8928,-4.64203,0.00954613,1.06496,0.743638,1,168,168,0,104
"169",-85.8399,-4.62101,0.0097469,1.40956,0.803696,1,169,169,0,104
"170",-85.3955,-3.35142,0.0338485,0.452984,0.611349,1,170,170,0,104
"171",-85.5359,-3.28111,0.0362248,-0.401263,0.401009,1,171,171,0,104
"172",-84.9776,-3.66306,0.0250122,-0.0563142,0.485925,1,172,172,0,104
"173",-84.9368,-3.7224,0.0236051,-0.844588,0.300569,1,173,173,0,104
"174",-84.892,-3.85126,0.0208107,-0.468061,0.385075,1,174,174,0,104
"175",-85.3895,-3.35464,0.0337436,-1.73078,0.150487,1,175,175,0,104
"176",-84.8902,-3.88808,0.0200733,0.18269,0.545546,1,176,176,0,104
"177",-84.9139,-3.76839,0.022568,0.691195,0.666233,1,177,177,0,104
"178",-84.8938,-3.83832,0.0210759,0.207651,0.551727,1,178,178,0,104
"179",-85.1419,-3.50901,0.0290569,0.74216,0.677468,1,179,179,0,104
"180",-84.9701,-4.09336,0.0164093,0.220704,0.554953,1,180,180,0,104
"181",-85.1837,-4.28812,0.0135448,0.83843,0.698135,1,181,181,0,104
"182",-85.2103,-4.30632,0.0133037,0.153577,0.538319,1,182,182,0,104
"183",-85.9191,-4.65228,0.00944966,-0.772272,0.315988,1,183,183,0,104
"184",-85.703,-4.56402,0.0103127,-0.207928,0.448204,1,184,184,0,104
"185",-84.896,-3.82638,0.0213237,1.44258,0.808854,1,185,185,0,104
"186",-85.0393,-3.59549,0.0267139,-0.0749232,0.481278,1,186,186,0,104
"187",-85.4475,-4.44417,0.0116104,-1.29309,0.21533,1,187,187,0,104
"188",-85.6015,-4.51888,0.0107837,1.55534,0.825684,1,188,188,0,104
"189",-85.4277,-4.43392,0.0117287,1.47775,0.814232,1,189,189,0,104
"190",-85.3637,-4.39944,0.0121352,0.426713,0.605088,1,190,190,0,104
"191",-85.108,-3.53521,0.0283269,1.29327,0.7847,1,191,191,0,104
"192",-84.9304,-4.03196,0.0174303,-0.458303,0.387389,1,192,192,0,104
"193",-85.5868,-3.25749,0.0370587,0.696408,0.667391,1,193,193,0,104
"194",-85.6108,-3.24663,0.0374483,1.08455,0.747355,1,194,194,0,104
"195",-84.8967,-3.94278,0.0190253,0.323451,0.580165,1,195,195,0,104
"196",-89.027,-2.37218,0.0853189,0.0508114,0.5127,1,196,196,0,104
"197",-85.3353,-3.38447,0.0327844,-0.45391,0.388432,1,197,197,0,104
"198",-85.3185,-3.39402,0.0324829,0.362412,0.589624,1,198,198,0,104
"199",-85.4093,-3.3441,0.0340889,0.457236,0.612358,1,199,199,0,104
"200",-85.4318,-3.33241,0.0344759,1.18195,0.765299,1,200,200,0,104
"201",-159.932,-4.72011,0.00883544,-0.730135,0.325165,1,1,1,0,208
"202",-159.727,-4.46262,0.0114006,-0.448119,0.389808,1,2,2,0,208
"203",-159.709,-4.34871,0.0127586,-0.312547,0.422493,1,3,3,0,208
"204",-160.435,-3.65315,0.0252549,-0.0872841,0.478193,1,4,4,0,208
"205",-160.474,-5.02599,0.00652224,-0.199215,0.45036,1,5,5,0,208
"206",-160.509,-5.04101,0.00642566,-0.871584,0.294925,1,6,6,0,208
"207",-160.968,-5.21527,0.00540359,-0.0345908,0.491353,1,7,7,0,208
"208",-160.887,-5.1871,0.00555712,-0.675566,0.337252,1,8,8,0,208
"209",-160.872,-5.18179,0.00558656,-0.479382,0.382398,1,9,9,0,208
"210",-159.716,-4.42073,0.0118826,1.86415,0.86578,1,10,10,0,208
"211",-159.716,-4.42073,0.0118826,0.635655,0.653771,1,11,11,0,208
"212",-160.006,-3.91577,0.0195359,-1.82059,0.139364,1,12,12,0,208
"213",-159.821,-4.61542,0.00980101,-1.27021,0.219221,1,13,13,0,208
"214",-159.758,-4.52894,0.0106769,-0.149982,0.462575,1,14,14,0,208
"215",-159.709,-4.37244,0.0124631,-0.165047,0.458832,1,15,15,0,208
"216",-159.782,-4.56644,0.010288,-2.10501,0.108611,1,16,16,0,208
"217",-160.167,-3.80439,0.0217876,-0.297882,0.426075,1,17,17,0,208
"218",-160.095,-3.85146,0.0208065,0.0601929,0.515044,1,18,18,0,208
"219",-159.84,-4.06794,0.0168246,-1.34914,0.206011,1,19,19,0,208
"220",-159.836,-4.07289,0.016743,-0.378384,0.406517,1,20,20,0,208
"221",-160.442,-3.64992,0.0253346,-1.10792,0.248259,1,21,21,0,208
"222",-160.678,-3.53863,0.028233,-0.49653,0.378356,1,22,22,0,208
"223",-159.917,-3.99016,0.0181609,1.70738,0.846496,1,23,23,0,208
"224",-159.783,-4.14157,0.0156491,0.697227,0.667573,1,24,24,0,208
"225",-160.698,-5.11741,0.00595585,0.0367622,0.50919,1,25,25,0,208
"226",-161.175,-5.28406,0.00504618,0.448939,0.610387,1,26,26,0,208
"227",-160.111,-4.84299,0.0078218,0.0926952,0.523157,1,27,27,0,208
"228",-160.179,-4.88187,0.00752578,0.369538,0.591347,1,28,28,0,208
"229",-160.088,-3.85653,0.0207035,1.00881,0.732787,1,29,29,0,208
"230",-160.184,-3.79388,0.0220126,-0.464987,0.385804,1,30,30,0,208
"231",-160.172,-3.80106,0.0218587,-0.161188,0.45979,1,31,31,0,208
"232",-160.283,-3.73507,0.0233148,-0.105079,0.473754,1,32,32,0,208
"233",-160.892,-3.45004,0.0307678,-1.54718,0.175494,1,33,33,0,208
"234",-164.822,-6.14139,0.00214732,0.578182,0.640649,1,34,34,0,208
"235",-161.922,-5.50129,0.00406489,0.0298298,0.507457,1,35,35,0,208
"236",-161.807,-5.47027,0.00419245,0.835418,0.697499,1,36,36,0,208
"237",-162.173,-5.56691,0.00380772,-0.614983,0.350923,1,37,37,0,208
"238",-161.832,-5.4771,0.00416401,-0.132729,0.466866,1,38,38,0,208
"239",-161.696,-5.43975,0.00432182,-0.130218,0.467491,1,39,39,0,208
"240",-160.085,-3.85841,0.0206654,0.99518,0.73011,1,40,40,0,208
"241",-159.738,-4.22209,0.014456,0.412836,0.601768,1,41,41,0,208
"242",-159.738,-4.22337,0.0144377,-0.198781,0.450468,1,42,42,0,208
"243",-159.76,-4.53252,0.0106391,-1.53724,0.176937,1,43,43,0,208
"244",-159.938,-4.72504,0.00879233,-1.8429,0.136709,1,44,44,0,208
"245",-159.713,-4.40657,0.0120499,0.254101,0.563186,1,45,45,0,208
"246",-160.012,-4.7797,0.00832859,-0.532558,0.369921,1,46,46,0,208
"247",-160.175,-4.88012,0.00753886,0.805297,0.691106,1,47,47,0,208
"248",-160.085,-4.82697,0.00794712,-1.69709,0.154846,1,48,48,0,208
"249",-161.407,-5.35584,0.00469831,-0.667247,0.339114,1,49,49,0,208
"250",-161.409,-5.35665,0.00469456,1.0753,0.745603,1,50,50,0,208
"251",-161.461,-5.37193,0.00462367,-0.209955,0.447703,1,51,51,0,208
"252",-161.517,-5.38853,0.00454792,0.117249,0.529279,1,52,52,0,208
"253",-161.637,-5.42288,0.00439501,-0.413022,0.398188,1,53,53,0,208
"254",-161.937,-5.50544,0.00404815,-0.70848,0.329935,1,54,54,0,208
"255",-159.941,-4.7275,0.00877093,-2.20472,0.0993279,1,55,55,0,208
"256",-159.738,-4.22221,0.0144542,1.3769,0.798492,1,56,56,0,208
"257",-159.719,-4.27821,0.0136778,0.281616,0.569942,1,57,57,0,208
"258",-159.78,-4.56334,0.0103196,-0.186532,0.453502,1,58,58,0,208
"259",-159.744,-4.50226,0.0109624,-0.13556,0.466162,1,59,59,0,208
"260",-161.421,-3.26547,0.0367749,-1.34496,0.206696,1,60,60,0,208
"261",-160.667,-3.54351,0.0280994,0.93864,0.718825,1,61,61,0,208
"262",-159.716,-4.42092,0.0118803,-0.967641,0.275351,1,62,62,0,208
"263",-159.982,-4.7587,0.00850386,-0.574894,0.360108,1,63,63,0,208
"264",-159.755,-4.18751,0.0149569,0.118487,0.529587,1,64,64,0,208
"265",-159.913,-3.99443,0.0180848,-0.0589024,0.485279,1,65,65,0,208
"266",-159.894,-4.01156,0.0177832,-0.865569,0.296177,1,66,66,0,208
"267",-159.905,-4.00125,0.0179641,2.12745,0.893543,1,67,67,0,208
"268",-160.42,-5.00206,0.0066792,1.80417,0.858655,1,68,68,0,208
"269",-159.877,-4.67315,0.00925629,-0.989054,0.271099,1,69,69,0,208
"270",-159.892,-4.68632,0.00913631,-0.447505,0.389954,1,70,70,0,208
"271",-161.05,-5.24328,0.00525515,1.22618,0.773149,1,71,71,0,208
"272",-159.804,-4.5959,0.00999227,0.643487,0.655541,1,72,72,0,208
"273",-160.577,-5.06929,0.00624763,-0.682615,0.335678,1,73,73,0,208
"274",-159.894,-4.01183,0.0177785,-0.947928,0.279302,1,74,74,0,208
"275",-159.897,-4.00881,0.0178313,-0.288989,0.428251,1,75,75,0,208
"276",-159.814,-4.09954,0.0163099,-0.753764,0.320002,1,76,76,0,208
"277",-160.006,-4.77539,0.00836427,1.27017,0.780771,1,77,77,0,208
"278",-160.156,-4.8693,0.00762026,0.365949,0.59048,1,78,78,0,208
"279",-159.78,-4.56381,0.0103147,-0.180401,0.455022,1,79,79,0,208
"280",-159.87,-4.03607,0.0173601,1.28864,0.783917,1,80,80,0,208
"281",-159.712,-4.31441,0.0131979,-1.13247,0.243706,1,81,81,0,208
"282",-160.014,-4.78102,0.00831766,-1.06577,0.256208,1,82,82,0,208
"283",-160.209,-4.89846,0.00740287,0.59293,0.644037,1,83,83,0,208
"284",-159.723,-4.44981,0.0115459,0.0144096,0.503602,1,84,84,0,208
"285",-159.722,-4.26695,0.0138305,-0.468408,0.384993,1,85,85,0,208
"286",-160.697,-3.53035,0.0284609,1.40908,0.80362,1,86,86,0,208
"287",-159.907,-3.9998,0.0179897,-1.75337,0.147623,1,87,87,0,208
"288",-159.709,-4.35954,0.0126229,-0.549714,0.365931,1,88,88,0,208
"289",-159.771,-4.16051,0.01536,2.68831,0.936333,1,89,89,0,208
"290",-159.744,-4.50301,0.0109542,0.860172,0.702697,1,90,90,0,208
"291",-159.709,-4.34113,0.0128544,0.683354,0.664487,1,91,91,0,208
"292",-160.219,-4.90369,0.0073645,1.44517,0.809254,1,92,92,0,208
"293",-162.05,-5.53507,0.00393042,1.3885,0.800352,1,93,93,0,208
"294",-161.71,-5.44355,0.00430548,1.44922,0.809878,1,94,94,0,208
"295",-160.083,-3.85987,0.0206359,1.55594,0.82577,1,95,95,0,208
"296",-160.001,-3.91974,0.01946,-0.342047,0.415312,1,96,96,0,208
"297",-160.026,-3.90111,0.0198188,-0.354226,0.412358,1,97,97,0,208
"298",-160.099,-3.84848,0.0208674,0.949716,0.721058,1,98,98,0,208
"299",-160.392,-3.67532,0.0247151,-1.34072,0.207391,1,99,99,0,208
"300",-159.749,-4.513,0.0108466,-0.175045,0.45635,1,100,100,0,208
"301",-160.117,-3.83688,0.0211057,-0.291812,0.42756,1,101,101,0,208
"302",-159.922,-4.71233,0.00890381,-0.804321,0.309102,1,102,102,0,208
"303",-160.352,-3.69664,0.0242063,-0.1558,0.461129,1,103,103,0,208
"304",-159.819,-4.61299,0.00982459,2.31007,0.909707,1,104,104,0,208
"305",-160.406,-4.99537,0.00672369,0.716863,0.671916,1,105,105,0,208
"306",-160.038,-4.79721,0.00818517,-0.663755,0.339897,1,106,106,0,208
"307",-160.482,-5.02912,0.006502,0.259421,0.564494,1,107,107,0,208
"308",-160.412,-4.99829,0.00670422,0.979771,0.727063,1,108,108,0,208
"309",-160.352,-3.69688,0.0242005,0.334167,0.582773,1,109,109,0,208
"310",-159.72,-4.27462,0.0137263,-1.17451,0.23604,1,110,110,0,208
"311",-159.709,-4.36922,0.0125028,-0.78415,0.313426,1,111,111,0,208
"312",-159.859,-4.65531,0.00942132,-0.458678,0.3873,1,112,112,0,208
"313",-159.772,-4.55181,0.010438,-0.0229151,0.494271,1,113,113,0,208
"314",-160.193,-4.88983,0.00746652,0.734289,0.675746,1,114,114,0,208
"315",-159.725,-4.45657,0.011469,-0.813137,0.307222,1,115,115,0,208
"316",-159.853,-4.64977,0.00947318,-1.10045,0.249656,1,116,116,0,208
"317",-159.781,-4.56536,0.0102989,-1.42935,0.1932,1,117,117,0,208
"318",-159.802,-4.5929,0.010022,-0.250027,0.437817,1,118,118,0,208
"319",-159.717,-4.28964,0.0135244,0.85643,0.701914,1,119,119,0,208
"320",-159.847,-4.64376,0.00952976,-0.590324,0.35656,1,120,120,0,208
"321",-159.729,-4.46831,0.0113367,1.47826,0.814309,1,121,121,0,208
"322",-159.774,-4.15545,0.0154367,-1.78218,0.144034,1,122,122,0,208
"323",-159.844,-4.64087,0.00955706,-1.21366,0.229054,1,123,123,0,208
"324",-159.863,-4.65934,0.00938385,0.920671,0.715179,1,124,124,0,208
"325",-160.321,-4.95542,0.00699584,0.421151,0.603759,1,125,125,0,208
"326",-159.716,-4.42443,0.0118392,0.682282,0.664248,1,126,126,0,208
"327",-159.75,-4.51407,0.0108351,2.06544,0.887498,1,127,127,0,208
"328",-159.934,-4.72193,0.00881956,-0.122684,0.469367,1,128,128,0,208
"329",-163.41,-5.8555,0.00285593,-0.204354,0.449089,1,129,129,0,208
"330",-164.329,-6.0454,0.00236313,1.03234,0.737369,1,130,130,0,208
"331",-160.323,-3.7125,0.0238345,-2.3878,0.0841076,1,131,131,0,208
"332",-160.16,-3.80839,0.0217024,0.149071,0.537199,1,132,132,0,208
"333",-160.564,-3.59044,0.0268457,2.03669,0.884596,1,133,133,0,208
"334",-159.734,-4.48056,0.0112002,-0.429947,0.394139,1,134,134,0,208
"335",-159.714,-4.41367,0.0119657,0.469467,0.615258,1,135,135,0,208
"336",-159.71,-4.37483,0.0124338,-2.08335,0.110726,1,136,136,0,208
"337",-159.721,-4.27091,0.0137766,0.825653,0.695435,1,137,137,0,208
"338",-159.846,-4.06182,0.0169263,-0.252092,0.437309,1,138,138,0,208
"339",-159.844,-4.06345,0.016899,1.32247,0.789593,1,139,139,0,208
